iter	RMSE
0	0.01302062124
1	0.006810931964
2	0.005536467926
3	0.005006347638
4	0.004447864254
5	0.003533707046
6	0.003301320046
7	0.002990515905
8	0.002838530419
9	0.002731066522
10	0.002583296176
11	0.002412063151
12	0.002364186676
13	0.002264433673
14	0.002203148367
15	0.00212396388
16	0.002043804433
17	0.002002271587
18	0.001971566099
19	0.001910883557
20	0.001870243497
21	0.001829059273
22	0.001746213512
23	0.001695538326
24	0.001645177949
25	0.001609634593
26	0.001588779144
27	0.00155003694
28	0.001506428975
29	0.001488593083
30	0.00146481133
31	0.001423825592
32	0.001410082299
33	0.001377263984
34	0.001353243014
35	0.001341281449
36	0.001319559947
37	0.001283466013
38	0.001266275771
39	0.001253992626
40	0.001233521167
41	0.001218514993
42	0.00120284287
43	0.001197726981
44	0.001186089975
45	0.001174181622
46	0.001158066737
47	0.001141324758
48	0.001127712012
49	0.001109796622
50	0.001099424031
51	0.001090045325
52	0.001084276558
53	0.001079851089
54	0.001070889272
55	0.001065015934
56	0.001058625459
57	0.001042920505
58	0.001028117854
59	0.001023117509
60	0.001015010893
61	0.001009345793
62	0.001003093553
63	0.0009930352424
64	0.0009786725973
65	0.00097429489
66	0.0009653990117
67	0.000958170535
68	0.0009521193857
69	0.0009420425184
70	0.0009388415565
71	0.0009312256298
72	0.0009271043611
73	0.0009169482477
74	0.0009110072857
75	0.0009064992203
76	0.0009017191629
77	0.0008968578321
78	0.0008938121496
79	0.0008917616003
80	0.000885057358
81	0.0008815074873
82	0.0008737667694
83	0.0008700669292
84	0.0008600846858
85	0.0008590265795
86	0.0008522194655
87	0.0008490557799
88	0.0008446769655
89	0.0008354922459
90	0.0008338311368
91	0.0008322603459
92	0.000826654633
93	0.0008245611793
94	0.0008215637776
95	0.0008130788591
96	0.0008103418657
97	0.0008087370654
98	0.0008043601532
99	0.0007979013152
100	0.0007946246944
101	0.0007925022085
102	0.000787345274
103	0.0007843036185
104	0.0007813854732
105	0.0007747669086
106	0.0007704623758
107	0.0007687750366
108	0.0007648622787
109	0.0007619085713
110	0.0007595562011
111	0.0007564657045
112	0.0007509402865
113	0.0007416351593
114	0.0007385840545
115	0.0007343371713
116	0.0007318375278
117	0.0007239486693
118	0.0007200664805
119	0.0007185704924
120	0.0007159214748
121	0.0007113810294
122	0.0007092608814
123	0.0007062202502
124	0.0007047425991
125	0.0007027907999
126	0.0006986987378
127	0.0006959382762
128	0.0006934927485
129	0.0006861607614
130	0.0006821532655
131	0.0006781416574
132	0.0006770461723
133	0.0006744277365
134	0.0006702818456
135	0.0006659021216
136	0.0006644704012
137	0.0006628735337
138	0.0006613011008
139	0.0006604338
140	0.0006560554121
141	0.0006541780127
142	0.0006524803317
143	0.0006514074633
144	0.0006505579547
145	0.0006472147818
146	0.0006439023504
147	0.0006421927173
148	0.0006375290633
149	0.0006337859948
150	0.0006321353627
151	0.0006312114874
152	0.0006302319455
153	0.0006280977258
154	0.0006249591028
155	0.000623757852
156	0.0006227351628
157	0.0006210332865
158	0.0006195691676
159	0.0006187746224
160	0.0006147951565
161	0.0006139289975
162	0.0006094356487
163	0.0006072368792
164	0.0006064015679
165	0.0006046006881
166	0.0006036927814
167	0.0006026115447
168	0.0006015407395
169	0.0006001231044
170	0.0005993594643
171	0.0005973780951
172	0.0005964859098
173	0.0005960688172
174	0.0005934003741
175	0.0005913408361
176	0.0005872168687
177	0.0005848241842
178	0.0005791713085
179	0.0005774140327
180	0.0005766787768
181	0.0005761216027
182	0.0005757847432
183	0.0005746378085
184	0.0005701074923
185	0.0005682202822
186	0.0005673147616
187	0.0005645737239
188	0.0005630353798
189	0.0005615087152
190	0.0005601490104
191	0.0005591421285
192	0.0005574489461
193	0.000556829851
194	0.0005553591989
195	0.0005523053418
196	0.0005502512359
197	0.0005489442124
198	0.0005483633211
199	0.0005473870044
200	0.0005447367988
201	0.000543067748
202	0.0005421186606
203	0.0005410510873
204	0.0005401936211
205	0.0005387871343
206	0.0005382033062
207	0.0005373913494
208	0.0005369654104
209	0.0005365723648
210	0.0005358414144
211	0.0005341374106
212	0.0005332726788
213	0.0005326240143
214	0.0005308554177
215	0.0005288897032
216	0.0005280184471
217	0.0005273986136
218	0.0005269607235
219	0.000525222884
220	0.0005239546503
221	0.0005232190419
222	0.0005222462357
223	0.0005218756358
224	0.0005196438949
225	0.0005184364285
226	0.0005179926841
227	0.000516916928
228	0.0005158286033
229	0.0005138242916
230	0.0005127410426
231	0.0005116729611
232	0.0005111161726
233	0.0005100068782
234	0.0005094178376
235	0.0005091925801
236	0.0005088580029
237	0.0005080366852
238	0.0005073852729
239	0.000506592494
240	0.0005052642375
241	0.0005048981888
242	0.000504620397
243	0.0005043509379
244	0.0005029582796
245	0.0005019920458
246	0.0005015816708
247	0.000501216442
248	0.0004999097995
249	0.0004995616404
250	0.0004992594219
251	0.0004984124506
252	0.0004979127063
253	0.0004958921109
254	0.0004949702681
255	0.0004931993948
256	0.0004927351479
257	0.0004912657957
258	0.0004908063245
259	0.0004892515861
260	0.0004881685698
261	0.0004874029874
262	0.0004868301259
263	0.0004860487375
264	0.0004856045377
265	0.0004853250681
266	0.0004845279382
267	0.0004840862573
268	0.0004833363904
269	0.0004824649286
270	0.0004821936602
271	0.0004784321437
272	0.0004778102393
273	0.000477163241
274	0.0004762232045
275	0.0004760318262
276	0.0004757737268
277	0.0004755143597
278	0.0004741670893
279	0.000473405073
280	0.0004729103017
281	0.0004716285843
282	0.0004707100347
283	0.0004696061767
284	0.0004689960063
285	0.0004687986807
286	0.0004682865227
287	0.0004681119142
288	0.0004678708487
289	0.0004675269175
290	0.0004673085356
291	0.000466695693
292	0.0004660424819
293	0.0004651974818
294	0.0004646448572
295	0.0004638396834
296	0.0004630543962
297	0.0004619215506
298	0.0004615293781
299	0.0004608894211
300	0.0004600684166
301	0.0004591551593
302	0.0004582733674
303	0.0004578204723
304	0.0004574147194
305	0.0004560381689
306	0.0004552189741
307	0.0004546001386
308	0.0004541258622
309	0.0004536561499
310	0.0004525485166
311	0.0004522660734
312	0.0004520068912
313	0.0004512915211
314	0.0004505566531
315	0.0004493615699
316	0.0004488896632
317	0.0004486917863
318	0.0004480366209
319	0.0004474937576
320	0.000447127053
321	0.0004454742011
322	0.0004451663344
323	0.0004445345188
324	0.0004439910943
325	0.0004435514028
326	0.0004433891525
327	0.0004431885546
328	0.0004428048302
329	0.0004418135942
330	0.0004415601626
331	0.0004409773361
332	0.0004404257703
333	0.000439957882
334	0.0004396134455
335	0.0004390013885
336	0.0004385200962
337	0.0004375553621
338	0.0004373262228
339	0.0004371285579
340	0.0004362830691
341	0.0004361673283
342	0.000435371578
343	0.0004352312533
344	0.0004349717804
345	0.0004347895539
346	0.0004344669814
347	0.0004336972962
348	0.0004330884922
349	0.0004324569945
350	0.0004319941614
351	0.0004308029488
352	0.0004300615382
353	0.0004295482888
354	0.000428941296
355	0.0004279670618
356	0.0004274144736
357	0.0004269947317
358	0.0004268293531
359	0.0004262890357
360	0.0004259632756
361	0.0004257727437
362	0.0004252203144
363	0.0004250431526
364	0.0004245370907
365	0.0004240085025
366	0.0004237444948
367	0.0004235726014
368	0.0004234497952
369	0.000423347017
370	0.0004232060827
371	0.0004226450581
372	0.0004225030507
373	0.0004223224749
374	0.0004219456482
375	0.0004217424465
376	0.000421112941
377	0.0004207403123
378	0.0004200862212
379	0.0004199242891
380	0.0004196220428
381	0.0004193854463
382	0.000419204609
383	0.0004187443317
384	0.0004179820075
385	0.0004178132475
386	0.0004177212911
387	0.0004174919706
388	0.0004173567131
389	0.0004170364694
390	0.0004166461409
391	0.0004164315833
392	0.000416019913
393	0.0004157507561
394	0.0004156812094
395	0.0004152266724
396	0.0004146715144
397	0.0004140860799
398	0.0004136523472
399	0.0004132525165
400	0.000412972012
401	0.0004121197771
402	0.0004119173386
403	0.0004116697834
404	0.0004113057913
405	0.0004109965335
406	0.0004106376208
407	0.0004103673506
408	0.00040984592
409	0.0004093255806
410	0.0004090386683
411	0.0004089532354
412	0.0004087088554
413	0.0004085933688
414	0.0004084311197
415	0.0004082092841
416	0.0004080488733
417	0.000407919173
418	0.0004077543668
419	0.0004073478356
420	0.0004072062932
421	0.00040697058
422	0.0004065787396
423	0.0004062897673
424	0.0004056578633
425	0.0004053363859
426	0.0004049394087
427	0.0004048513638
428	0.0004044424905
429	0.0004043253318
430	0.0004036161061
431	0.0004029947986
432	0.0004025777746
433	0.0004020414205
434	0.0004018625756
435	0.0004016008068
436	0.0004014904991
437	0.0004012871472
438	0.0004010593137
439	0.0004009034226
440	0.0004008108701
441	0.0004003358641
442	0.0004002321244
443	0.0004001182686
444	0.000399967932
445	0.0003997994788
446	0.000399488241
447	0.0003993009446
448	0.0003989360168
449	0.0003987910215
450	0.0003984550794
451	0.0003982113153
452	0.0003980541484
453	0.0003977266406
454	0.0003973841645
455	0.0003970053459
456	0.0003965662489
457	0.0003963171378
458	0.0003958441096
459	0.000395602361
460	0.000395133456
461	0.0003947804741
462	0.0003946568011
463	0.0003943054891
464	0.0003940746359
465	0.0003937856091
466	0.0003936497016
467	0.000393401348
468	0.0003931316596
469	0.0003928385049
470	0.0003926964306
471	0.0003925702537
472	0.0003924694434
473	0.000392279091
474	0.000391846056
475	0.0003914913103
476	0.0003911270014
477	0.0003910326464
478	0.0003906731365
479	0.0003901670756
480	0.0003900876486
481	0.0003900029896
482	0.0003899072725
483	0.0003897462401
484	0.0003896794943
485	0.0003895266977
486	0.0003893312348
487	0.000389052686
488	0.0003888436291
489	0.0003883825943
490	0.0003882218402
491	0.0003879484287
492	0.0003876736542
493	0.0003874730133
494	0.0003871956224
495	0.0003870155256
496	0.000386959068
497	0.0003866273524
498	0.0003863882163
499	0.0003860173331
500	0.0003857859258
501	0.0003856342739
502	0.000385373415
503	0.0003852260951
504	0.0003848432244
505	0.0003847809173
506	0.000384483845
507	0.0003842700047
508	0.0003840130522
509	0.0003837049718
510	0.0003833316764
511	0.0003832384612
512	0.0003831488255
513	0.0003830219434
514	0.0003827971689
515	0.0003827341453
516	0.0003825180258
517	0.0003824471691
518	0.000382214766
519	0.0003819381629
520	0.000381428978
521	0.0003812584148
522	0.0003811013533
523	0.0003809811095
524	0.0003808396656
525	0.000380744737
526	0.0003805057855
527	0.0003803208835
528	0.0003800531351
529	0.0003797509278
530	0.0003796023733
531	0.0003792215369
532	0.000379177129
533	0.0003790380549
534	0.0003789475834
535	0.0003785024909
536	0.0003783370169
537	0.0003782556608
538	0.0003780460052
539	0.0003779452868
540	0.0003778124843
541	0.0003775984514
542	0.0003774345682
543	0.0003771903849
544	0.0003769555338
545	0.0003768878213
546	0.0003765753745
547	0.0003762386854
548	0.000376064275
549	0.000376024564
550	0.0003759662248
551	0.0003758586547
552	0.0003756462803
553	0.0003755315259
554	0.0003752485454
555	0.0003749182927
556	0.0003747865677
557	0.0003747129513
558	0.0003745872096
559	0.0003745183764
560	0.0003743860297
561	0.0003741486652
562	0.0003740828389
563	0.0003738554691
564	0.0003737912807
565	0.0003737518085
566	0.0003732272984
567	0.0003731112831
568	0.0003730545193
569	0.000372976776
570	0.0003728053652
571	0.0003727233147
572	0.0003725276234
573	0.0003722728998
574	0.0003718551907
575	0.0003716909673
576	0.0003716389007
577	0.0003715077105
578	0.0003712551787
579	0.0003711832107
580	0.0003708500272
581	0.0003707052847
582	0.0003705395609
583	0.0003702193606
584	0.0003700037032
585	0.0003697403404
586	0.000369529945
587	0.000369392752
588	0.0003690798855
589	0.0003690236641
590	0.0003686488234
591	0.0003684967644
592	0.0003683112545
593	0.0003680863298
594	0.0003679248405
595	0.0003677106668
596	0.0003674014045
597	0.0003671923537
598	0.0003669951795
599	0.0003668125665
600	0.0003667293528
601	0.0003666664825
602	0.0003666050192
603	0.0003665433381
604	0.0003663440993
605	0.0003662927653
606	0.000366253493
607	0.0003662136079
608	0.0003661534706
609	0.0003661205659
610	0.0003660377102
611	0.000365998265
612	0.0003659258001
613	0.0003658616306
614	0.000365823541
615	0.0003657847281
616	0.0003657149962
617	0.0003654653646
618	0.0003653858888
619	0.0003653356642
620	0.000365237393
621	0.0003650615888
622	0.0003647622783
623	0.0003646446236
624	0.0003645846144
625	0.0003644764437
