iter	RMSE
0	0.0337362688
1	0.02614123307
2	0.02027424629
3	0.01575409069
4	0.01242509109
5	0.009813570109
6	0.007834121091
7	0.00640201009
8	0.00529154457
9	0.004535400096
10	0.004021741215
11	0.003623632583
12	0.003345437961
13	0.003156994765
14	0.002956952513
15	0.002823043693
16	0.002738454042
17	0.002656617898
18	0.002513973144
19	0.002454793607
20	0.002390336745
21	0.002292485626
22	0.00227232416
23	0.002233558496
24	0.002227328931
25	0.00220133254
26	0.00216552671
27	0.002125338547
28	0.002058625752
29	0.002022874614
30	0.001992291893
31	0.001977757881
32	0.001937750399
33	0.001919250266
34	0.001906154496
35	0.001872349364
36	0.001822656424
37	0.001781401523
38	0.001740270476
39	0.001738327867
40	0.001723897838
41	0.001702472481
42	0.001655989417
43	0.001643519921
44	0.001628302905
45	0.00160623674
46	0.001568947723
47	0.00155994646
48	0.001548283249
49	0.001547476027
50	0.00153130274
51	0.001517734818
52	0.001475953522
53	0.001456116688
54	0.001444901918
55	0.001436612935
56	0.001422344394
57	0.001394194742
58	0.001368201858
59	0.001348996081
60	0.001326981138
61	0.001301270021
62	0.001283560451
63	0.001273549147
64	0.001264972446
65	0.001255356605
66	0.001245062468
67	0.001233428585
68	0.00122520288
69	0.001220569378
70	0.001216793376
71	0.001212599419
72	0.001200047033
73	0.001185262691
74	0.001179126793
75	0.001171959283
76	0.00116672685
77	0.001152210371
78	0.001139499793
79	0.001135571072
80	0.00112070159
81	0.001108548649
82	0.001105241374
83	0.001083696845
84	0.001077628327
85	0.001066294319
86	0.001053355116
87	0.001046896675
88	0.001041706545
89	0.001038613967
90	0.001035921786
91	0.001024735813
92	0.001017502098
93	0.001009696783
94	0.001003997703
95	0.0009937279359
96	0.0009831768296
97	0.0009722383846
98	0.0009693503629
99	0.0009588388148
100	0.0009489000103
101	0.0009390321951
102	0.0009282005152
103	0.0009190342144
104	0.0009153774384
105	0.0009091582388
106	0.0008982216086
107	0.0008907722796
108	0.0008846150245
109	0.000877992623
110	0.0008723070146
111	0.0008626879948
112	0.0008600503173
113	0.0008566605124
114	0.0008529423164
115	0.0008427489423
116	0.0008333625213
117	0.0008274105048
118	0.0008220258121
119	0.0008185596997
120	0.0008147035298
121	0.0008129973097
122	0.0008101641153
123	0.0008078105693
124	0.0008066286508
125	0.0008042377549
126	0.0008003440549
127	0.0007946791894
128	0.0007928941322
129	0.0007822762034
130	0.0007770200923
131	0.0007755689915
132	0.0007729979292
133	0.0007648720217
134	0.0007642783547
135	0.0007628934145
136	0.0007568009778
137	0.0007520211916
138	0.0007444234595
139	0.0007381998036
140	0.0007359750565
141	0.0007316071026
142	0.0007295118563
143	0.000726988208
144	0.0007228483691
145	0.0007149421327
146	0.0007135834466
147	0.0007109470216
148	0.0007080974848
149	0.0007073451919
150	0.0007005235505
151	0.0006996511584
152	0.0006981084393
153	0.000696329667
154	0.0006923189217
155	0.0006871009451
156	0.0006836392698
157	0.0006811603522
158	0.0006771546477
159	0.0006738509329
160	0.0006724635825
161	0.0006699551899
162	0.0006664700462
163	0.0006636505288
164	0.000658195142
165	0.0006570179875
166	0.0006558744411
167	0.0006540824341
168	0.0006513168827
169	0.0006455502051
170	0.0006394343929
171	0.0006362707434
172	0.0006339036611
173	0.0006300755932
174	0.0006288062663
175	0.000626956157
176	0.0006226951875
177	0.000617040321
178	0.0006144520377
179	0.0006104625994
180	0.0006090091371
181	0.0006027930324
182	0.0006016116918
183	0.0005983982839
184	0.0005975802521
185	0.0005909414905
186	0.0005900432823
187	0.0005859291126
188	0.0005823943135
189	0.0005802582458
190	0.0005788958187
191	0.0005753581674
192	0.0005746381678
193	0.0005741601844
194	0.0005721253886
195	0.0005715626051
196	0.0005698762053
197	0.0005685817604
198	0.0005675711248
199	0.0005623380661
200	0.0005586550709
201	0.0005560291397
202	0.0005551110847
203	0.0005509391566
204	0.0005487319427
205	0.0005471038226
206	0.0005463234365
207	0.0005436554965
208	0.000542391398
209	0.0005409298723
210	0.0005390543521
211	0.0005376385303
212	0.0005350115911
213	0.0005330013279
214	0.0005303585833
215	0.0005275333532
216	0.0005249492915
217	0.0005222683027
218	0.0005212364658
219	0.000518769457
220	0.0005156738985
221	0.0005148956227
222	0.0005135715627
223	0.0005122747634
224	0.0005116644915
225	0.0005109653934
226	0.0005104471191
227	0.0005080585382
228	0.0005073530272
229	0.0005067975667
230	0.0005063087974
