,Time,Pressure_unit1,Temperature_unit1,Humidity_unit1,Temperature_unit2,Pressure_unit2,Elastic Modulus
0,2024-05-07 14:27:41,964.7993508675623,46.56339525480539,40.95516737733885,21.225105902703884,867.3122187594581,127.73675944699805
1,2024-05-07 14:27:42,1047.1393210934589,8.115958299821038,27.778176303866804,28.33000977946257,912.5651023652412,129.668186004102
2,2024-05-07 14:27:43,876.9143789239165,26.654525384732928,61.31382390544276,20.014283886667805,983.7012593347985,126.87695894359324
3,2024-05-07 14:27:44,977.6375436897558,25.605692631136627,46.299468411621135,18.34250901024424,926.0720267630211,126.8069473081
4,2024-05-07 14:27:45,1008.8278502147834,32.99987619520458,41.93625599822096,16.526630129005124,951.9590244892195,126.44510701335665
5,2024-05-07 14:27:46,962.5001098542887,16.079249384393115,39.11937788593636,21.372717765528012,946.6428131081058,127.20319621272301
6,2024-05-07 14:27:47,1081.5028529203105,16.076451063208463,62.56861420223463,17.70692188850103,819.1776472323871,125.89599268730737
7,2024-05-07 14:27:48,1051.751859385242,7.149467812490549,50.19848898606905,21.633075373718796,984.8579260069561,127.38882778056531
8,2024-05-07 14:27:49,906.3705695507908,17.346711155691743,40.03328070906146,20.023259804241736,942.8048757358198,127.42192208620445
9,2024-05-07 14:27:50,1000.5430518114928,2.198591800499319,47.00362017013437,19.248629790044543,923.6043957249352,127.2375871834742
10,2024-05-07 14:27:51,1026.905093715174,45.16460457587627,40.33900859937047,18.142279527883762,860.0350864709594,126.28084921392379
11,2024-05-07 14:27:52,1095.756180806213,21.166098179426758,54.647173168105866,18.813930211103,933.3688432224124,126.83535568610965
12,2024-05-07 14:27:53,1101.3487644674733,-0.8317015846090321,49.21920260657364,15.919574386712277,893.7353636418738,125.74116355654179
13,2024-05-07 14:27:54,998.7987257356506,12.761038895288443,41.897978816654344,17.510895938706327,852.4343470465999,125.89894832187369
14,2024-05-07 14:27:55,993.2063617171144,24.495339749798386,55.18464194411714,17.106503174928527,972.7074777679449,126.6121108523741
15,2024-05-07 14:27:56,971.037260773449,44.71171993552225,38.66123215074458,24.302579474861716,1003.6559579978995,129.11776715893723
16,2024-05-07 14:27:57,1029.7955127129464,-4.689927225901098,51.532760952384024,18.078604717784664,831.3186857757321,126.40853924512129
